transaction_id,transaction_date,vendor_id,amount,transaction_type,payment_mode,reference_number,approved_by,approval_status,amount_zscore,duplicate_flag,approval_flag,amount_anomaly_flag,audit_risk_flag,vendor_name,vendor_risk_rating,month
23,2025-07-11,53,16555,Invoice,RTGS,7ce2fd33-34c4-4519-bbda-acd7ab7c1c10,29,Approved,-1.576813348041167,False,False,False,False,"Lambert, Schwartz and Newman",Medium,2025-07
24,2025-05-15,40,261010,Payment,NEFT,3df74537-d4ec-4e6b-9770-02f6e6357cd8,39,Approved,1.3110117968891304,False,False,False,False,"Wyatt, Hunt and Smith",Medium,2025-05
25,2025-04-28,54,189374,Invoice,RTGS,34aae4f3-5ab7-448d-aeac-8a8d9b907692,22,Approved,0.464752804100164,False,False,False,False,Bishop-Chambers,Low,2025-04
26,2025-11-03,33,64129,Payment,UPI,2813663b-b336-4080-b727-08da3189253c,20,Approved,-1.014806461518437,False,False,False,False,"Robertson, Washington and Walker",Low,2025-11
27,2025-04-22,81,126789,Invoice,NEFT,4d7a230c-144a-4d73-8eb4-79e26ca02103,43,Approved,-0.2745838292084722,False,False,False,False,"Parker, Pope and Dominguez",Low,2025-04
28,2025-02-15,26,137596,Invoice,NEFT,a27e5572-6a0b-4267-9e07-41f54fd8de6f,40,Approved,-0.146917279777036,False,False,False,False,Brown-Salas,Low,2025-02
29,2025-03-26,89,210738,Payment,RTGS,55a15e80-c8dc-42f3-817e-4eb533a67635,25,Approved,0.7171325729586078,False,False,False,False,Lawson-Mccoy,Low,2025-03
30,2025-12-02,3,33145,Invoice,UPI,fb6d9125-bef9-41dd-a49b-b8f8515dfe3a,30,Approved,-1.3808303689472905,False,False,False,False,"Hale, Rush and Smith",Low,2025-12
31,2025-09-28,12,56474,Invoice,UPI,b67ebdd6-3fe8-4d3c-bcd5-4385791774f3,49,Approved,-1.1052374262540383,False,False,False,False,Moreno-Le,Medium,2025-09
32,2025-07-14,74,41408,Invoice,NEFT,bffe4bc3-c2b6-4f39-9e59-22ff6f685bd1,47,Approved,-1.2832169056409186,False,False,False,False,"Johnson, Kirk and Allen",Low,2025-07
33,2025-03-26,80,95327,Invoice,UPI,fe4641d7-54c7-48d6-8c21-30170dc8e07f,21,Approved,-0.6462545036057928,False,False,False,False,Barker and Sons,Medium,2025-03
34,2025-01-10,80,151968,Payment,NEFT,8f46e853-3a35-4c76-bd63-a27624b1f93c,12,Approved,0.0228637555175508,False,False,False,False,Barker and Sons,Medium,2025-01
35,2025-10-13,26,42641,Payment,UPI,2c9a5300-71aa-4d82-b94a-2e3a7af810f9,17,Approved,-1.2686510820590773,False,False,False,False,Brown-Salas,Low,2025-10
36,2025-07-19,85,286685,Payment,UPI,0ae93673-e6ab-4bb1-80ec-bf19a9487282,14,Approved,1.6143187883439396,False,False,False,False,"Williams, Malone and Villa",Low,2025-07
37,2025-07-26,7,209615,Payment,UPI,29ee2729-545b-422a-989f-c27209305a2a,23,Approved,0.7038662145787149,False,False,False,False,Ferguson LLC,Low,2025-07
38,2025-03-10,95,292654,Invoice,RTGS,2a08644c-894f-4b1e-b327-9d92b85c73a4,42,Approved,1.684832495529675,False,False,False,False,Fox-Turner,High,2025-03
39,2025-01-08,14,126826,Payment,NEFT,d7e6925b-c5fc-44f1-a47e-4833764a89e9,34,Pending,-0.2741467363678168,False,True,False,True,"Fields, Calhoun and Robertson",High,2025-01
40,2025-06-29,43,139055,Payment,UPI,a88ab6a4-590f-4dc9-acf5-25234845b042,23,Approved,-0.1296816458711912,False,False,False,False,Stephenson-Collier,Low,2025-06
41,2025-12-15,15,99071,Invoice,NEFT,86a64276-9aef-4613-be5a-f30c2319da05,22,Approved,-0.6020254334594712,False,False,False,False,Williams-Green,High,2025-12
42,2025-06-10,82,118824,Payment,NEFT,c8d1486c-c253-4294-b222-18568b8bff8b,42,Pending,-0.3686769231495649,False,True,False,True,"Baker, White and Brown",High,2025-06
43,2025-10-28,66,128618,Payment,RTGS,b48d3141-aa1e-432a-b569-09e64bd1440c,30,Approved,-0.2529772668960731,False,False,False,False,Moore-Fitzgerald,Low,2025-10
44,2025-09-24,13,32788,Payment,UPI,9eeafc04-3cad-4646-89c9-218bb9e79dfa,39,Approved,-1.385047724193614,False,False,False,False,"Cox, Perry and Garcia",Low,2025-09
45,2025-12-05,29,187256,Invoice,RTGS,366ddcd9-b178-454d-bc5f-cfe04309e6f8,44,Approved,0.4397321923026455,False,False,False,False,"Navarro, Lewis and Rogers",Medium,2025-12
46,2025-09-12,56,110373,Invoice,UPI,b423024d-dbc3-4e8f-9931-45707cc8a3ca,39,Approved,-0.4685112906192666,False,False,False,False,"Reynolds, Smith and Anderson",High,2025-09
47,2025-04-09,65,37733,Invoice,UPI,891e7634-1f6b-4582-a276-8719ec2d6b8f,45,Approved,-1.326630856706018,False,False,False,False,Jones Group,Medium,2025-04
48,2025-08-31,30,170873,Payment,RTGS,01b64386-c041-43d3-981b-d854ad0e3f11,37,Approved,0.2461945704524356,False,False,False,False,Owens LLC,High,2025-08
49,2025-12-11,65,266044,Payment,UPI,4168154b-bd3f-407d-b66c-c41027288b1e,9,Approved,1.3704800498583032,False,False,False,False,Jones Group,Medium,2025-12
50,2025-11-06,88,210763,Payment,UPI,dccaf115-6306-44db-b8f6-cdb9bc0d6f7f,37,Approved,0.7174279059590506,False,False,False,False,Moon and Sons,Low,2025-11
51,2025-03-13,43,233731,Payment,UPI,29997a2a-6f56-49c1-a2a3-893a3c6119cf,46,Approved,0.9887562401259078,False,False,False,False,Stephenson-Collier,Low,2025-03
52,2025-09-15,62,39636,Payment,NEFT,e2e2cad6-f0f2-4948-abd8-b9fab6879fc9,7,Rejected,-1.304150108712308,False,True,False,True,Velasquez-Bartlett,Medium,2025-09
53,2025-07-10,59,250596,Invoice,RTGS,c3bb0ee4-265d-4105-9434-e8ac14cb5a34,45,Approved,1.187987882224656,False,False,False,False,Gonzalez LLC,Low,2025-07
54,2025-05-04,98,251584,Payment,NEFT,3b0f72c8-87b1-4698-a00f-869320fdaaa2,49,Rejected,1.1996594424021574,False,True,False,True,Pope-Cuevas,Low,2025-05
55,2025-05-02,6,78781,Invoice,UPI,4300d2aa-1a97-4fd1-aef9-bddd657e2985,49,Approved,-0.8417176966188901,False,False,False,False,Johnson Ltd,Low,2025-05
56,2025-12-13,20,154369,Invoice,NEFT,8ae64d9b-8b16-4f1c-8d2d-971597630885,42,Approved,0.0512275368800823,False,False,False,False,"Miller, Torres and Mendez",Low,2025-12
57,2025-06-19,82,164903,Invoice,RTGS,df20d039-f1ec-476a-bae8-334b7656a1e2,13,Approved,0.1756690499466825,False,False,False,False,"Baker, White and Brown",High,2025-06
58,2024-12-19,89,195792,Payment,RTGS,6731a1f1-934e-4980-9688-a52fc2c3317f,37,Approved,0.540570691973853,False,False,False,False,Lawson-Mccoy,Low,2024-12
59,2025-08-30,56,48642,Payment,NEFT,e3262d49-1b24-43be-84d5-330d4a82a1b3,9,Approved,-1.197759348632775,False,False,False,False,"Reynolds, Smith and Anderson",High,2025-08
60,2025-07-15,98,293075,Payment,NEFT,6abb610e-c046-4e43-ab32-b0d0ffe4822f,15,Approved,1.6898059032571326,False,False,False,False,Pope-Cuevas,Low,2025-07
61,2025-11-16,5,86121,Payment,UPI,7f431bc9-0c4d-4a0c-9e04-83bdce883c81,38,Approved,-0.7550079276888687,False,False,False,False,Williams-Jackson,Low,2025-11
62,2025-06-27,5,117217,Payment,RTGS,034efdbd-c1ee-481d-ba68-57a8df271b5f,37,Approved,-0.3876609284180314,False,False,False,False,Williams-Jackson,Low,2025-06
63,2025-11-19,77,91988,Invoice,RTGS,5d0905ae-9440-400a-8a1e-79de701af74e,40,Pending,-0.6856991791449402,False,True,False,True,Franco-Singleton,Low,2025-11
64,2025-04-27,62,7396,Invoice,RTGS,7064da5c-0c93-4bc5-8cb3-f54a115be236,3,Approved,-1.6850115460834103,False,False,False,False,Velasquez-Bartlett,Medium,2025-04
65,2025-04-09,98,254690,Invoice,NEFT,1c60a4f0-1cd0-4281-a5ec-f6a6bb408038,33,Pending,1.236351614377177,False,True,False,True,Pope-Cuevas,Low,2025-04
66,2025-10-21,19,24623,Payment,NEFT,71b5f683-2f3c-4d0d-af7a-4e0719a5d1d3,48,Approved,-1.4815034821382496,False,False,False,False,Williams-Miller,Medium,2025-10
67,2025-07-29,45,162364,Payment,UPI,fe7b6bb2-f9ac-4fd1-be56-c735fcbf07ac,27,Approved,0.1456750304217065,False,False,False,False,Maddox-Green,High,2025-07
68,2024-12-30,7,199692,Invoice,NEFT,b0e88a4d-0cef-43bc-8e32-abc0dded5cc3,31,Pending,0.586642640042938,False,True,False,True,Ferguson LLC,Low,2024-12
69,2025-09-24,10,7719,Invoice,NEFT,ef1f1450-2c2e-495d-b3d6-5d0c3489b898,30,Pending,-1.6811958437176886,False,True,False,True,Young LLC,Low,2025-09
70,2025-02-16,82,131209,Payment,NEFT,34199b12-a9f0-4cb5-beed-30bbffa4fa81,29,Approved,-0.2223689547301759,False,False,False,False,"Baker, White and Brown",High,2025-02
71,2025-10-18,66,223335,Invoice,RTGS,bf19b533-f4fe-48fa-99d7-cbecbe4af8ff,27,Rejected,0.8659449652217521,False,True,False,True,Moore-Fitzgerald,Low,2025-10
72,2025-04-17,17,168038,Payment,NEFT,0de761fb-c353-43cf-82e2-77a4856e2e02,35,Approved,0.2127038082022162,False,False,False,False,Lewis-Sullivan,Medium,2025-04
73,2025-04-23,83,183589,Invoice,RTGS,60b64365-f150-4551-a125-4c51259b115c,41,Rejected,0.396412747797688,False,True,False,True,Mcmahon Group,High,2025-04
74,2025-09-22,63,268579,Payment,UPI,99d948f5-2d06-40d2-8235-3694bc6e092c,30,Approved,1.4004268161032083,False,False,False,False,"Williams, Smith and Hardy",Medium,2025-09
75,2025-05-26,22,208667,Payment,RTGS,a09825af-dc8c-4ecb-8360-65faa3f7b127,4,Approved,0.6926671872019219,False,False,False,False,"Wilson, Lopez and Welch",Medium,2025-05
76,2025-03-23,17,78609,Payment,NEFT,0f699a16-a7dd-4bab-b9e8-51623ce0a9b7,22,Approved,-0.843749587661937,False,False,False,False,Lewis-Sullivan,Medium,2025-03
77,2025-06-02,82,159893,Payment,UPI,46fd6f7f-af5d-401a-bb3a-857ead8ba57e,29,Approved,0.1164843166579349,False,False,False,False,"Baker, White and Brown",High,2025-06
78,2025-11-25,99,157499,Invoice,UPI,987c52af-3b7c-4e04-a26b-3b31fd746149,29,Approved,0.0882032285355274,False,False,False,False,Wheeler Inc,Medium,2025-11
79,2025-10-06,6,36598,Invoice,UPI,2cfb9f4c-06e9-45c1-a150-1edc17d3c01d,11,Approved,-1.3400389749261234,False,False,False,False,Johnson Ltd,Low,2025-10
80,2025-03-26,26,16745,Payment,RTGS,f8ab9e23-783c-44da-b81f-60a7abbe2fac,29,Pending,-1.5745688172378012,False,True,False,True,Brown-Salas,Low,2025-03
81,2025-06-05,99,218030,Invoice,UPI,4874cfda-53a7-4813-b9db-8914c9b37290,29,Approved,0.8032753025277789,False,False,False,False,Wheeler Inc,Medium,2025-06
82,2025-06-01,32,289186,Invoice,NEFT,c7278596-32ef-4e3d-918f-47d163520121,44,Approved,1.6438639017082426,False,False,False,False,Nelson Ltd,High,2025-06
83,2025-07-02,93,58268,Invoice,NEFT,9baf8e5a-f9fe-439c-9760-f653fe0aebc9,20,Approved,-1.084044330142259,False,False,False,False,Parker-Singh,Low,2025-07
84,2025-10-31,57,168268,Invoice,UPI,5fb31d65-7d9e-4d9f-9e22-b611e291d021,1,Approved,0.2154208718062904,False,False,False,False,"Fox, Soto and Robertson",Medium,2025-10
85,2025-02-08,38,184362,Payment,NEFT,38df49b0-5cc3-4809-82ba-8f8d7d8b2384,25,Approved,0.4055444441713809,False,False,False,False,"Mason, Hopkins and May",Low,2025-02
86,2025-04-27,18,285783,Invoice,RTGS,cdd9ec42-cdeb-4311-8847-23a858042f87,25,Pending,1.6036631736879614,False,True,False,True,"Gonzalez, Maynard and Pham",Medium,2025-04
87,2025-12-01,53,210390,Invoice,RTGS,be706706-e357-4d7f-abd7-61307129aaaa,50,Approved,0.7130215375924432,False,False,False,False,"Lambert, Schwartz and Newman",Medium,2025-12
88,2025-06-10,3,197860,Payment,NEFT,f458358e-a8ba-465c-8bb8-6ca170b6a973,24,Pending,0.5650006377704857,False,True,False,True,"Hale, Rush and Smith",Low,2025-06
89,2025-09-16,3,151323,Payment,UPI,b20a6eed-cd12-4236-bcbd-bf9f68ae9bdd,25,Approved,0.0152441641061252,False,False,False,False,"Hale, Rush and Smith",Low,2025-09
90,2025-09-24,71,278680,Payment,NEFT,358c8e05-5d10-4259-951a-544e1e1a1c39,38,Approved,1.5197531616021382,False,False,False,False,Jones Ltd,Medium,2025-09
91,2025-01-30,60,134749,Payment,NEFT,4d3c0e53-16d5-4291-a2b4-b01462891c07,2,Approved,-0.180549801867468,False,False,False,False,Thompson PLC,Low,2025-01
92,2025-05-11,11,90708,Invoice,NEFT,b9eeaad0-a672-421b-bd06-5acd24a4321c,18,Approved,-0.7008202287676142,False,False,False,False,"Hughes, Gomez and Frank",Low,2025-05
93,2025-09-04,82,198118,Payment,UPI,42c34853-5fb6-45f7-abdb-0bc9ad5928cb,45,Approved,0.568048474335056,False,False,False,False,"Baker, White and Brown",High,2025-09
94,2025-07-12,41,297231,Invoice,RTGS,d9d332a0-5756-4d72-b310-e3e259c4ab69,24,Approved,1.7389020612507524,False,False,False,False,"Ellison, Kim and Reyes",Medium,2025-07
95,2025-02-22,76,174631,Invoice,RTGS,a4f00a05-d9ea-4776-893d-9f50208683f1,22,Approved,0.2905890270790052,False,False,False,False,"Gordon, Hawkins and Schaefer",Low,2025-02
96,2025-12-11,33,210735,Payment,RTGS,00e85f9f-e720-440d-b273-ad56773f7dda,33,Approved,0.7170971329985546,False,False,False,False,"Robertson, Washington and Walker",Low,2025-12
97,2025-01-21,33,181076,Payment,NEFT,dba417eb-ce18-4f39-9b20-30c617ecc104,13,Approved,0.3667258745931725,False,False,False,False,"Robertson, Washington and Walker",Low,2025-01
98,2025-05-23,22,113737,Payment,UPI,ddfd1f6a-cfe9-437e-b0a0-8f587104c400,26,Approved,-0.4287712820796764,False,False,False,False,"Wilson, Lopez and Welch",Medium,2025-05
99,2025-05-16,15,201713,Invoice,NEFT,0089eaaa-783f-4da6-bc58-43c77898d99e,40,Approved,0.6105173597987381,False,False,False,False,Williams-Green,High,2025-05
100,2025-04-05,67,220048,Payment,NEFT,d4f4244b-8d02-491b-96bd-b80f528c86fa,39,Approved,0.827114582323526,False,False,False,False,Hays-Wolf,Medium,2025-04
101,2025-11-29,41,95827,Payment,RTGS,fe325376-bbe5-4e81-b298-dfa9be31565c,28,Pending,-0.6403478435969358,False,True,False,True,"Ellison, Kim and Reyes",Medium,2025-11
102,2025-05-12,62,29826,Invoice,UPI,336c6655-6db7-4abc-ae4a-3ccce583c200,11,Pending,-1.4200387780860833,False,True,False,True,Velasquez-Bartlett,Medium,2025-05
103,2025-05-11,4,278797,Payment,RTGS,477e10e9-43e9-4d06-ae1b-9cb1f40062c6,26,Approved,1.5211353200442108,False,False,False,False,Pierce PLC,Low,2025-05
104,2025-08-30,41,258627,Payment,RTGS,0b4cd9d9-79f0-4c3d-bb1c-c8301dc3fcd1,11,Approved,1.2828606552869175,False,False,False,False,"Ellison, Kim and Reyes",Medium,2025-08
105,2024-12-21,12,146398,Payment,NEFT,1c75be95-8434-48f3-a1c8-4c452d6c2f7c,25,Pending,-0.0429364369811166,False,True,False,True,Moreno-Le,Medium,2024-12
106,2024-12-26,19,156094,Payment,NEFT,eb8aec41-bf25-4a33-807d-8dc1cf5ceaa3,8,Pending,0.0716055139106391,False,True,False,True,Williams-Miller,Medium,2024-12
107,2025-10-13,53,75326,Payment,UPI,7be015f2-80b8-40ba-9e4a-9640aef485f7,44,Approved,-0.8825327172800923,False,False,False,False,"Lambert, Schwartz and Newman",Medium,2025-10
108,2025-04-24,18,283226,Payment,NEFT,ac5940be-3345-4f9a-8cb4-25a798df47f2,32,Approved,1.5734565144026669,False,False,False,False,"Gonzalez, Maynard and Pham",Medium,2025-04
109,2025-09-26,59,250378,Payment,RTGS,ade43263-93fb-41a1-a958-1ad3ff4c931a,35,Approved,1.1854125784607945,False,False,False,False,Gonzalez LLC,Low,2025-09
110,2025-08-22,54,60230,Invoice,NEFT,a22e98c8-8f0b-4c88-850b-1fb7b9a17078,7,Approved,-1.060866596267504,False,False,False,False,Bishop-Chambers,Low,2025-08
111,2025-09-26,94,64321,Invoice,NEFT,6f7c24f6-1457-4352-9508-a435c70d94fb,4,Approved,-1.0125383040750358,False,False,False,False,Taylor-Ware,Low,2025-09
112,2025-02-25,20,271847,Invoice,RTGS,745a5a0f-9f38-4a04-b21e-4739e42093f2,34,Approved,1.439032745921098,False,False,False,False,"Miller, Torres and Mendez",Low,2025-02
113,2025-03-02,66,294102,Payment,RTGS,aa5b4227-b046-411a-afa9-18a456350e6f,39,Approved,1.701938182915325,False,False,False,False,Moore-Fitzgerald,Low,2025-03
114,2024-12-22,58,47229,Invoice,UPI,a41ef0ba-8248-47a3-9c9c-ff325fd62aed,45,Approved,-1.214451569817805,False,False,False,False,Frye-Walker,Low,2024-12
115,2025-04-30,21,24975,Payment,RTGS,1894d4b9-0d1c-4275-bb84-9b1938a070fe,23,Approved,-1.4773451934920143,False,False,False,False,Marshall PLC,Low,2025-04
116,2025-11-27,14,185225,Invoice,NEFT,6f2479ba-4480-4af9-9228-1fcf5c6c5908,5,Approved,0.4157393393466682,False,False,False,False,"Fields, Calhoun and Robertson",High,2025-11
117,2025-04-18,41,171205,Payment,NEFT,cf1ba7ab-e595-4333-b478-8216596f83e8,47,Approved,0.2501165926983167,False,False,False,False,"Ellison, Kim and Reyes",Medium,2025-04
118,2024-12-20,89,106459,Payment,UPI,b2c02af8-4c8d-4c72-9e86-ab28ac266462,6,Approved,-0.5147486251685995,False,False,False,False,Lawson-Mccoy,Low,2024-12
119,2025-08-27,89,228224,Payment,RTGS,9977ad93-5840-4ca8-9c8f-09f758d0c265,35,Approved,0.9237002867883564,False,False,False,False,Lawson-Mccoy,Low,2025-08
120,2025-10-16,65,157999,Payment,NEFT,23d731c0-7eb9-4cd4-8eed-5cd551ed3dfc,23,Approved,0.0941098885443845,False,False,False,False,Jones Group,Medium,2025-10
121,2025-01-16,11,188305,Invoice,RTGS,76817c5c-c135-47e7-8c2a-f27b258954aa,14,Approved,0.4521243650012276,False,False,False,False,"Hughes, Gomez and Frank",Low,2025-01
122,2025-10-10,93,116453,Invoice,NEFT,ed0fca9b-c437-4fad-9e4f-961ae4dae70e,5,Approved,-0.396686304911565,False,False,False,False,Parker-Singh,Low,2025-10
123,2025-07-29,43,218567,Payment,NEFT,f84c288c-74d8-4346-8755-dd539a424d94,43,Approved,0.8096190553772914,False,False,False,False,Stephenson-Collier,Low,2025-07
124,2025-04-23,76,97324,Invoice,NEFT,ed0d5568-f955-4db7-b0f1-8f242ca49571,44,Approved,-0.6226633035304178,False,False,False,False,"Gordon, Hawkins and Schaefer",Low,2025-04
125,2025-06-08,79,154381,Payment,UPI,8d229286-c565-4c2e-9976-659921c33ca3,20,Approved,0.0513692967202949,False,False,False,False,Williams LLC,High,2025-06
126,2025-09-19,2,202576,Invoice,NEFT,598d7587-e52f-4719-9b4e-ad1ae32d5cad,20,Approved,0.6207122549740254,False,False,False,False,Adams Ltd,High,2025-09
127,2025-10-02,1,175102,Invoice,RTGS,0e627cb8-972b-4e20-ba24-1018eae58f3c,37,Pending,0.2961531008073485,False,True,False,True,Clarke-Carlson,Medium,2025-10
128,2025-05-15,69,165928,Invoice,UPI,d4fb3e21-0bf0-49aa-89ef-31fd454abffa,14,Approved,0.1877777029648395,False,False,False,False,Bryant-Williams,Low,2025-05
129,2025-02-01,20,253500,Payment,UPI,d47bd880-a48b-4452-993a-55d6fa78ee76,43,Approved,1.2222937635560975,False,False,False,False,"Miller, Torres and Mendez",Low,2025-02
130,2025-02-03,89,151470,Invoice,UPI,84cdf589-2b56-4d3f-a516-72975dd598b7,43,Approved,0.0169807221487292,False,False,False,False,Lawson-Mccoy,Low,2025-02
131,2025-03-13,44,84141,Payment,UPI,6a2d379b-e003-4f32-98ef-26218705421b,45,Approved,-0.7783983013239426,False,False,False,False,Dorsey Inc,Low,2025-03
132,2025-03-05,50,126863,Payment,NEFT,1d57dbe7-868d-43d5-8711-7b317a65eb31,1,Approved,-0.2737096435271613,False,False,False,False,Hoffman Group,High,2025-03
133,2025-07-12,29,110823,Payment,NEFT,b97e7ecc-ab24-4924-be25-2cc93d74b0d7,47,Approved,-0.4631952966112953,False,False,False,False,"Navarro, Lewis and Rogers",Medium,2025-07
134,2025-05-19,34,53320,Invoice,UPI,6e1e6934-c1a6-49e9-bff4-28db84180fda,26,Approved,-1.1424966375899086,False,False,False,False,"Yu, Nelson and Martinez",High,2025-05
135,2025-05-16,30,33625,Invoice,RTGS,fa497e0c-cf8b-4f9a-b265-546685ca06ad,8,Pending,-1.3751599753387875,False,True,False,True,Owens LLC,High,2025-05
136,2025-07-03,76,178895,Invoice,RTGS,d94afddb-a30a-4449-bfb7-d928d34c7235,4,Approved,0.340961023634538,False,False,False,False,"Gordon, Hawkins and Schaefer",Low,2025-07
137,2025-10-06,19,248341,Invoice,NEFT,d284e6df-8b47-4c70-a63f-8239509a24d3,41,Approved,1.1613488455847103,False,False,False,False,Williams-Miller,Medium,2025-10
138,2025-12-13,92,108409,Payment,RTGS,33abaada-1421-4069-a467-c221fdf60c13,9,Pending,-0.4917126511340571,False,True,False,True,Jackson Group,Low,2025-12
139,2025-09-04,89,116279,Invoice,NEFT,039b0601-4637-4c3b-ba9b-6dd2ca8d546f,13,Approved,-0.3987418225946472,False,False,False,False,Lawson-Mccoy,Low,2025-09
140,2025-04-29,75,237549,Payment,RTGS,c9a6fd97-38cf-4ddc-8a4f-7d7de7d0727a,19,Pending,1.03385949595354,False,True,False,True,"Bauer, Oconnell and Schmidt",High,2025-04
141,2025-01-27,82,250014,Invoice,NEFT,0dcee675-15bb-42e1-b506-40f0cf162093,11,Approved,1.1811125299743463,False,False,False,False,"Baker, White and Brown",High,2025-01
142,2025-05-06,54,120142,Invoice,NEFT,4e15862a-1034-4a88-a292-d3d93682b431,15,Approved,-0.3531069673662177,False,False,False,False,Bishop-Chambers,Low,2025-05
143,2025-08-14,71,145180,Invoice,NEFT,f4b6d7fb-7b4c-4861-a8fd-9792482ce0a3,25,Approved,-0.0573250607626923,False,False,False,False,Jones Ltd,Medium,2025-08
144,2025-02-26,96,84973,Payment,UPI,b66646af-fbd4-4d98-b8b4-9319dbf848b4,35,Approved,-0.7685696190692045,False,False,False,False,"Wilson, Garza and Miller",Low,2025-02
145,2024-12-25,78,292681,Payment,NEFT,8b51cf15-dcbc-4c70-ac84-5cc6042db10e,3,Approved,1.6851514551701532,False,False,False,False,Williams-Hopkins,Low,2024-12
146,2025-03-07,72,171703,Payment,RTGS,e14270be-b2b8-4586-99d8-1a978c4b1640,28,Approved,0.2559996260671384,False,False,False,False,Baker-Maldonado,Low,2025-03
147,2025-11-04,26,140832,Payment,NEFT,2934616b-ebd0-4579-98c2-23cdc23b80b2,34,Approved,-0.1086893761997132,False,False,False,False,Brown-Salas,Low,2025-11
148,2025-09-17,79,147635,Payment,UPI,33b5bccb-3dde-4b98-b98e-acefb31687d7,43,Approved,-0.0283233601192043,False,False,False,False,Williams LLC,High,2025-09
